	Pathway	Name	Parent	Category1	Category2	Category3	Category4	Category5	Category6	Category7
1.14.13.-	PWY-6503	superpathway of ergotamine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
3.1.3.24	PWY-7347	sucrose biosynthesis III	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
2.4.1.14	PWY-7347	sucrose biosynthesis III	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
5.3.1.9	PWY-7347	sucrose biosynthesis III	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
3.1.3.24	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
3.1.3.24	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
1.2.1.12	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
1.2.1.12	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
2.4.1.14	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
2.4.1.14	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
5.3.1.9	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
5.3.1.9	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
4.1.2.13	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
4.1.2.13	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
2.7.2.3	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
2.7.2.3	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
3.1.3.11	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways	Superpathways
3.1.3.11	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis	Sucrose Biosynthesis
1.14.13.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
6.3.2.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
1.1.1.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
1.14.13.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
2.3.1.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
3.1.1.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
1.14.13.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
6.2.1.-	PWY-7660	tryptoquialanine biosynthesis	ALKALOIDS-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis	Alkaloids Biosynthesis
1.8.5.2	PWY-5303	thiosulfate oxidation II (via tetrathionate)	AEROBIC-RESPIRATION	Generation of Precursor Metabolites and Energy		Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration
1.8.5.2	PWY-5303	thiosulfate oxidation II (via tetrathionate)	Thiosulfate-Oxidation	Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Sulfur Compounds Metabolism	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation
2.8.1.-	PWY-5303	thiosulfate oxidation II (via tetrathionate)	AEROBIC-RESPIRATION	Generation of Precursor Metabolites and Energy		Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration
2.8.1.-	PWY-5303	thiosulfate oxidation II (via tetrathionate)	Thiosulfate-Oxidation	Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Sulfur Compounds Metabolism	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation
2.8.1.-	PWY-5303	thiosulfate oxidation II (via tetrathionate)	AEROBIC-RESPIRATION	Generation of Precursor Metabolites and Energy		Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration	Aerobic Respiration
2.8.1.-	PWY-5303	thiosulfate oxidation II (via tetrathionate)	Thiosulfate-Oxidation	Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Sulfur Compounds Metabolism	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation	Thiosulfate Oxidation
2.6.1.22	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
1.2.1.25	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
1.1.1.31	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
4.2.1.17	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
2.6.1.42	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
1.3.8.-	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
3.1.2.4	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
1.2.1.27	VALDEG-PWY	L-valine degradation I	VALINE-DEG	Degradation/Utilization/Assimilation	Amino Acids Degradation	Proteinogenic Amino Acids Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation	L-valine Degradation
2.3.1.93	PWY-5468	lupanine biosynthesis	QUINOLIZIDINE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis
4.1.1.18	PWY-5468	lupanine biosynthesis	QUINOLIZIDINE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis	Quinolizidine Alkaloids Biosynthesis
6.2.1.-	PWY-6670	citronellol degradation	TERPENOID-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation
1.3.99.-	PWY-6670	citronellol degradation	TERPENOID-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation
1.1.99.-	PWY-6670	citronellol degradation	TERPENOID-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation
1.1.99.-	PWY-6670	citronellol degradation	TERPENOID-DEG	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation	Terpenoids Degradation
3.2.1.177	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.177	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.120	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.120	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.155	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.155	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
3.2.1.23	PWY-6807	xyloglucan degradation II (exoglucanase)	Xyloglucan-Degradation	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation	Xyloglucan Degradation
2.6.1.79	PWY-3462	L-phenylalanine biosynthesis II	PHENYLALANINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis
5.4.99.5	PWY-3462	L-phenylalanine biosynthesis II	PHENYLALANINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis
4.2.1.91	PWY-3462	L-phenylalanine biosynthesis II	PHENYLALANINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis	L-phenylalanine Biosynthesis
2.6.1.79	PWY-6120	L-tyrosine biosynthesis III	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
1.3.1.43	PWY-6120	L-tyrosine biosynthesis III	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
5.4.99.5	PWY-6120	L-tyrosine biosynthesis III	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
2.6.1.79	PWY-3461	L-tyrosine biosynthesis II	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
1.3.1.78	PWY-3461	L-tyrosine biosynthesis II	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
5.4.99.5	PWY-3461	L-tyrosine biosynthesis II	TYROSINE-SYN	Biosynthesis	Amino Acids Biosynthesis	Proteinogenic Amino Acids Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis	L-tyrosine Biosynthesis
1.1.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.14.13.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.13.99.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.3.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
1.1.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
4.2.1.-	PWY-7045	mithramycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.4.1.-	PWY-2902	cytokinin-O-glucosides biosynthesis	Metabolic-Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters
2.4.1.-	PWY-2902	cytokinin-O-glucosides biosynthesis	CYTOKININ-BIOSYNTHESIS	Biosynthesis	Hormones Biosynthesis	Plant Hormones Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis
2.4.1.203	PWY-2902	cytokinin-O-glucosides biosynthesis	Metabolic-Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters
2.4.1.203	PWY-2902	cytokinin-O-glucosides biosynthesis	CYTOKININ-BIOSYNTHESIS	Biosynthesis	Hormones Biosynthesis	Plant Hormones Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis
2.4.1.-	PWY-2902	cytokinin-O-glucosides biosynthesis	Metabolic-Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters	Metabolic Clusters
2.4.1.-	PWY-2902	cytokinin-O-glucosides biosynthesis	CYTOKININ-BIOSYNTHESIS	Biosynthesis	Hormones Biosynthesis	Plant Hormones Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis	Cytokinins Biosynthesis
