	Node1	Node2	CPD
418	PWY-7709	NONMEVIPP-PWY	(2E,6E)-farnesyl diphosphate
419	PWY-7709	PWY-922	dimethylallyl diphosphate
420	HISHP-PWY	PWY-5030	N-formimino-L-glutamate
421	PWY-6071	TCA	succinyl-CoA
422	PWY-6990	PWY-5122	geranyl diphosphate
423	PWY-7185	PWY-7195	cytidine
424	PWY-7185	PWY-7209	cytidine
425	PWY-7185	PWY-7176	CTP
426	PWY-7185	PWY0-162	CTP
427	PWY-7185	PWY0-1295	cytidine|uridine
428	PWY-7185	PWY-6556	cytidine|uridine
429	PWY-7303	PWY-7287	3-dimethylallyl-4-hydroxybenzoate
430	PWY-5183	TCA	acetyl-CoA|succinyl-CoA
431	PWY-5830	PWY-5833	CDP-4-dehydro-3,6-dideoxy-D-glucose
432	PWY-6632	PWY-5691	urate
433	PWY-7777	ILEUDEG-PWY	2-methylbutanoyl-CoA
434	PWY-6894	PWY-6890	4-amino-2-methyl-5-(diphosphomethyl)pyrimidine
435	PWY-6894	PWY-6892	2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate
436	PWY-7134	PWY-5390	rutin
437	PWY-1641	PWY-6967	methanol
438	PWY-1641	PWY-6966	methanol
439	PWY-1641	PWY-1701	methanol
440	PWY-7594	PWY-7593	|1-Linoleoyl-L-Phosphatidate|
441	PWY-7594	PWY-7595	|1-gamma-Linolenoyl-L-Phosphatidate|
442	PWY-5775	PWY-2321	formononetin
443	PWY-5775	PWY-6427	rot-2'-enonate
444	PWY-6083	PWY-6214	3-chlorocatechol
445	PWY-6083	PWY-6089	3-chlorocatechol
446	PWY-6083	PWY-6193	3-chlorocatechol
447	PWY-7517	PWY-5123	(2E,6E)-farnesyl diphosphate
448	PWY-6215	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate
449	PWY-7268	NADSYN-PWY	NAD<sup>+</sup>
450	PWY-5053	PWY-5120	geranylgeranyl diphosphate
451	PWY-5053	PWY-5070	gibberellin A<sub>12</sub>
452	PWY-5053	PWY-5035	gibberellin A<sub>12</sub>
453	PWY-5053	PWY-5036	gibberellin A<sub>12</sub>
454	PWY-5053	PWY-7232	gibberellin A<sub>12</sub>
455	P125-PWY	GLYCOLYSIS	pyruvate
456	PWY-7754	PWY-7755	deoxycholate|lithocholate
457	PWY-7754	PWY-6061	glycocholate|taurochenodeoxycholate|glycochenodeoxycholate|taurocholate
458	PWY-7754	PWY-7756	deoxycholate|lithocholate
459	PWY-5409	PWY-5995	linoleate
460	PWY-6659	PWY-5123	(2E,6E)-farnesyl diphosphate
461	PWY-6686	GLYCOLYSIS	3-phospho-D-glycerate
462	PWY-101	PWY-6785	|Reduced-ferredoxins|
463	PWY-5272	PWY-695	2-cis-abscisate
464	PWY-6182	PWY-5427	salicylate
465	PWY-6182	TCA	acetyl-CoA|succinyl-CoA
466	PWY-5349	PWY-361	trans-caffeoyl-CoA
467	PWY-5349	PWY-2181	CAFFEATE
468	PWY-5891	PWY-5816	all-trans-undecaprenyl diphosphate
469	PWY-5891	PWY-5837	2-carboxy-1,4-naphthoquinol
470	PWY-6962	PWY-1622	formaldehyde
471	PWY-6103	PWY-6102	5-chloro-3-methylcatechol
472	PWY-7569	PWY-7177	CMP
473	PWY-7569	PWY-7346	UDP-&alpha;-D-glucuronate
474	PWY-7569	PWY-6511	3-methylarginine
475	PWY-5312	PWY-7267	pelargonidin-3-O-&beta;-D-glucoside
476	FUC-RHAMCAT-PWY	GLYCOLYSIS	glycerone phosphate
477	PANTO-PWY	VALSYN-PWY	3-methyl-2-oxobutanoate|L-valine
478	PANTO-PWY	COA-PWY	(R)-4'-phosphopantothenate
479	PANTO-PWY	PWY-1722	METHYLENE-THF-GLU-N
480	PANTO-PWY	PWY-3981	&beta;-alanine
481	PANTO-PWY	PWY-5760	&beta;-alanine
482	PANTO-PWY	ASPARTATESYN-PWY	L-aspartate
483	PANTO-PWY	PWY-5155	&beta;-alanine
484	PANTO-PWY	VALDEG-PWY	3-methyl-2-oxobutanoate
485	PWY-6284	PWY0-1319	|Palmitoleoyl-ACPs|||Cis-vaccenoyl-ACPs|
486	PWY-6284	PWY-5971	|Beta-hydroxydecanoyl-ACPs|
487	PWY-7352	PWY-7355	daunorubicin
488	PWY-7352	PWY-7814	dTDP-L-daunosamine
489	PWY-5815	PWY-5123	(2E,6E)-farnesyl diphosphate
490	ASPARAGINE-DEG1-PWY	ASPARTATE-DEG1-PWY	L-aspartate
491	PWY-6756	PWY-7174	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate
492	PWY-6756	ARGSPECAT-PWY	S-methyl-5'-thioadenosine
493	PWY-6756	BSUBPOLYAMSYN-PWY	S-methyl-5'-thioadenosine
494	PWY-6756	POLYAMINSYN3-PWY	S-methyl-5'-thioadenosine
495	PWY-6756	PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate
496	PWY-7267	PWY-641	(2R,3S,4S)-leucopelargonidin|pelargonidin
497	PWY-7267	PWY-5139	pelargonidin-3-O-&beta;-D-glucoside
498	PWY-7267	PWY-5268	pelargonidin-3-O-&beta;-D-glucoside
499	PWY-7267	PWY1F-823	(2R,3S,4S)-leucopelargonidin
500	PWY-7267	PWY-5286	pelargonidin-3-O-&beta;-D-glucoside
501	PWY-7267	PWY-5312	pelargonidin-3-O-&beta;-D-glucoside
502	PWY-7267	PWY-7259	pelargonidin-3-O-&beta;-D-glucoside
503	PWY-7614	GLUTATHIONESYN-PWY	glutathione
504	PWY-6239	PWY-5060	luteolin
505	ILEUDEG-PWY	PROPIONMET-PWY	propanoyl-CoA
506	ILEUDEG-PWY	PWY-7777	2-methylbutanoyl-CoA
507	ILEUDEG-PWY	TCA	acetyl-CoA
508	PWY-6165	PHESYN	chorismate
509	PWY-6165	TRPSYN-PWY	chorismate
510	PWY-6165	TYRSYN	chorismate
511	PWY-6165	GLYCOLYSIS	fructose 1,6-bisphosphate|D-glyceraldehyde 3-phosphate
512	PWY-6562	PWY-6559	L-aspartate-semialdehyde
513	PWY-6104	PWY-6088	3-chlorobenzoate
514	PWY-5109	PWY-7384	propanoate
515	PWY-5109	PWY-7389	propanoate
516	PWY-6278	PWY-5123	(2E,6E)-farnesyl diphosphate
517	PWY-7109	PWY-7104	dTDP-L-megosamine
518	PWY-7109	PWY-7106	erythromycin D
519	PWY-3801	PWY-5484	&beta;-D-fructofuranose 6-phosphate
520	PWY-6952	GLYCOLYSIS	glycerone phosphate
521	PWY-4441	PWY-6950	DIMBOA-&beta;-D-glucoside
522	PWY0-1391	PWY0-1303	S-methyl-5'-thioadenosine
523	PWY0-1391	BSUBPOLYAMSYN-PWY	S-methyl-5'-thioadenosine
524	PWY-5368	PWY-5147	oleate|oleoyl-CoA
525	PWY0-1533	PWY0-661	&alpha;-D-ribose 1,5-bisphosphate
526	PWY-6280	PWY-6475	all-trans-lycopene
527	PWY-6280	PWY-5943	all-trans-&beta;-carotene
528	PWY-7715	PWY-5123	(2E,6E)-farnesyl diphosphate
529	PWY-5317	PWY-5318	tropinone
530	PWY-5317	PWY-5315	N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation
531	PWY5F9-12	PWY-5162	2-oxopent-4-enoate
532	PWY-6733	PWY-5989	stearoyl-CoA
533	PWY-6733	PWY-5147	oleoyl-CoA
534	PWY-6733	PWY-5971	lauroyl-CoA|palmitoyl-CoA
535	PWY-5327	PWY-5177	glutaryl-CoA
536	PWY-1264	PWY-1281	sulfoacetaldehyde
537	CYANCAT-PWY	P581-PWY	cyanate
538	PWY-6605	SALVADEHYPOX-PWY	adenosine
539	FASYN-INITIAL-PWY	FASYN-ELONG-PWY	|Acetoacetyl-ACPs|
540	PWY-7131	PWY-7028	UDP-N,N'-diacetylbacillosamine
541	PWY-5176	PWY1F-467	trans-cinnamate
542	PWY-5176	PWY-5319	coumarin
543	PWY-5890	PWY-5806	all-trans-decaprenyl diphosphate
544	PWY-5890	PWY-5837	2-carboxy-1,4-naphthoquinol
545	PWY-5456	PYRUVDEHYD-PWY	pyruvate
546	PWY-5456	THRDLCTCAT-PWY	methylglyoxal
547	PWY-5456	PWY-5451	methylglyoxal
548	HSERMETANA-PWY	HOMOSERSYN-PWY	L-homoserine
549	HSERMETANA-PWY	SAM-PWY	L-methionine
550	HSERMETANA-PWY	PWY-5344	L-homocysteine
551	HSERMETANA-PWY	SO4ASSIM-PWY	hydrogen sulfide
552	PWY-7049	PWY66-394	CPD-17282|icosapentaenoyl-CoA
553	PWY-7049	PWY-7053	CPD-17282
554	PWY-7049	PWY-5995	|Linoleoyl-groups|
555	PWY-7049	PWY-7727	icosapentaenoyl-CoA
556	PWY-7049	PWY-7606	icosapentaenoyl-CoA
557	P344-PWY	PWY-6373	acrylate
558	PWY-6974	PWY-6971	dTDP-L-olivose
559	PWY-5328	TCA	succinyl-CoA
560	PWY-5328	SERSYN-PWY	L-serine
561	PWY-5134	PWY-4381	malonyl-CoA
562	PWY-5134	LEU-DEG2-PWY	isovaleryl-CoA
563	PWY-5134	VALDEG-PWY	isobutanoyl-CoA
564	PWY-7226	PWY-7221	GDP
565	PWY-5754	PWY-5886	4-hydroxyphenylpyruvate
566	PWY-5754	PWY-3461	L-tyrosine
567	PWY-5754	PWY-5872	|4-hydroxybenzoate|
568	PWY-5754	TYRSYN	L-tyrosine
569	PWY-5754	PWY3O-19	|4-hydroxybenzoate|
570	PWY-5754	PWY-5871	|4-hydroxybenzoate|
571	PWY2OL-4	NONMEVIPP-PWY	(2E,6E)-farnesyl diphosphate
572	PWY2OL-4	PWY-922	dimethylallyl diphosphate
573	PWY-561	GLUCONEO-PWY	phosphoenolpyruvate
574	ASPARTATESYN-PWY	PWY-5686	L-aspartate
575	ASPARTATESYN-PWY	PWY-7219	L-aspartate
576	ASPARTATESYN-PWY	PWY-7342	L-aspartate
577	ASPARTATESYN-PWY	PWY-6126	L-aspartate
578	ASPARTATESYN-PWY	PWY-7052	L-aspartate
579	ASPARTATESYN-PWY	PWY-5155	L-aspartate
580	ASPARTATESYN-PWY	PANTO-PWY	L-aspartate
581	ASPARTATESYN-PWY	PWY-6142	oxaloacetate
582	ASPARTATESYN-PWY	PWY-5316	L-aspartate
583	ASPARTATESYN-PWY	ASPARAGINE-BIOSYNTHESIS	L-aspartate
584	ASPARTATESYN-PWY	PWY0-162	L-aspartate
585	ASPARTATESYN-PWY	PWY-7211	L-aspartate
586	ASPARTATESYN-PWY	PYRIDNUCSYN-PWY	L-aspartate
587	ASPARTATESYN-PWY	PRPP-PWY	L-aspartate
588	ASPARTATESYN-PWY	DENOVOPURINE2-PWY	L-aspartate
589	ASPARTATESYN-PWY	TCA	oxaloacetate
590	ASPARTATESYN-PWY	PWY-841	L-aspartate
591	ASPARTATESYN-PWY	PWY-7791	L-aspartate
592	ASPARTATESYN-PWY	PWY-7234	L-aspartate
593	ASPARTATESYN-PWY	PWY-6123	L-aspartate
594	ASPARTATESYN-PWY	HOMOSERSYN-PWY	L-aspartate
595	ASPARTATESYN-PWY	PWY-7790	L-aspartate
596	ASPARTATESYN-PWY	PWY-7229	L-aspartate
597	ASPARTATESYN-PWY	REDCITCYC	oxaloacetate
598	PWY-7140	PWY-3101	myricetin
599	PWY-7140	PWY-5391	myricetin
600	PWY-5461	PWY-5399	betanidin
601	PWY-6302	PWY-361	coniferaldehyde
602	PWY-6302	PWY-6027	coniferaldehyde
603	PWY-6302	PWY-83	dihydroconiferyl alcohol
604	PWY-5067	PWY-6981	|Glycogens|
605	PWY-5067	PWY66-399	|D-glucopyranose-6-phosphate|
606	PWY-5067	PWY-7343	UDP-&alpha;-D-glucose
607	PWY-5768	GLYCOLYSIS	pyruvate
608	PWY-5768	PWY0-1313	acetate
609	PWY-681	PWY-7008	2-hydroxybiphenyl
610	PWY-7230	HEXPPSYN-PWY	all-trans-hexaprenyl diphosphate
611	PWY-7230	PWY-6543	4-aminobenzoate
612	PWY-7230	PWY-7233	3-hexaprenyl-4-amino-5-methoxybenzoate
613	MANNIDEG-PWY	PWY-5484	&beta;-D-fructofuranose 6-phosphate
614	PWY-7150	PWY-7151	3,7,4'-trimethylquercetagetin|3,7-dimethylquercetin
615	PWY-7150	PWY-6064	3-O-methylquercetin
616	PWY66-389	PWY66-387	|3-Methyl-Saturated-Fatty-Acyl-CoA||phytanoyl-CoA
617	PWY-6948	PWY-6944	androst-4-ene-3,17-dione
618	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	PWY-7431	3,4-dihydroxyphenylacetate|4-hydroxyphenylacetate
619	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	PWY-5151	4-hydroxyphenylacetate
620	PWY-6199	PWY-3101	quercetin
621	PWY-6199	PWY-6064	isorhamnetin|quercetin
622	PWY-6199	PWY-5321	quercetin
623	PWY-7568	PWY0-1306	aldehydo-L-galactonate
624	PWY3O-440	GLYCOLYSIS	pyruvate
625	GLYCOCAT-PWY	GLYCOLYSIS	|D-glucopyranose-6-phosphate|
626	GLYCOCAT-PWY	GLUCOSE1PMETAB-PWY	&alpha;-D-glucopyranose 1-phosphate
627	PWY0-44	GLYCOLYSIS	&beta;-D-fructofuranose 6-phosphate
628	PWY0-44	PWY-5484	&beta;-D-fructofuranose 6-phosphate
629	PWY-4261	GLUCONEO-PWY	glycerone phosphate
630	PWY-4261	PWY-7420	glycerol
631	PWY-4261	LIPAS-PWY	glycerol
632	PWY-4261	PWY-6491	glycerol
633	PWY-4261	PWY-6516	glycerol
634	PWY-7177	PWY0-1295	uridine
635	PWY-7177	PWY-7570	CMP
636	PWY-7177	PWY-7569	CMP
637	PCPDEG-PWY	PWY-2361	3-oxoadipate
638	PWY-5285	PWY-5276	sulfite
639	PWY-5285	PWY-5278	sulfite
640	PWY-5285	PWY-5279	sulfite
641	P641-PWY	PWY-5450	benzene
642	PWY-6293	HOMOSERSYN-PWY	L-homoserine
643	PWY-6293	SO4ASSIM-PWY	hydrogen sulfide
644	PWY-5269	PWY-7366	L-1-PHOSPHATIDYL-GLYCEROL
645	PWY-5269	PWY-5667	CDPDIACYLGLYCEROL
646	PWY-7796	NONOXIPENT-PWY	D-ribulose 5-phosphate
647	PWY-6540	PWY-7497	(+)-costunolide
648	PWY-6540	PWY-5123	(2E,6E)-farnesyl diphosphate
649	PWY-5886	PWY-1581	4-hydroxyphenylpyruvate
650	PWY-5886	PWY-5754	4-hydroxyphenylpyruvate
651	PWY-5886	PWY-1422	4-hydroxyphenylpyruvate
652	PWY-5886	PWY-3461	L-tyrosine
653	PWY-5886	PWY-7436	homogentisate
654	PWY-5886	TYRSYN	L-tyrosine
655	PWY-5886	PWY-5048	4-hydroxyphenylpyruvate
656	PWY0-1297	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
657	PWY0-1297	TCA	acetyl-CoA
658	PWY-7743	PWY-5989	|Long-Chain-Acyl-CoAs|
659	PWY-7743	PWY-7742	|Phenolphthiocerols||C37-phenolphthiocerol A|C35-phenolphthiocerol A
660	POLYISOPRENSYN-PWY	ECASYN-PWY	di-trans,octa-cis-undecaprenyl diphosphate
661	POLYISOPRENSYN-PWY	NONMEVIPP-PWY	isopentenyl diphosphate
662	POLYISOPRENSYN-PWY	PWY-5852	all-trans-octaprenyl diphosphate
663	PWY-5265	PWY-7816	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(glycyl)<sub>5</sub>-D-alanyl-D-alanine
664	PWY-5265	ALANINE-VALINESYN-PWY	L-alanine|D-alanine
665	PWY-5265	DAPLYSINESYN-PWY	L-lysine
666	PWY-5265	UDPNAGSYN-PWY	UDP-N-acetyl-&alpha;-D-glucosamine
667	PWY-5265	PWY-5785	di-trans,octa-cis-undecaprenyl phosphate
668	PWY-6396	GLYCOLYSIS	pyruvate
669	PWY-7780	FAO-PWY	butanoate
670	PWY-7357	PWY-6908	thiamine phosphate
671	PWY-43	PWY-6559	putrescine
672	PWY-43	BSUBPOLYAMSYN-PWY	putrescine
673	PWY-6060	PWY-5796	|Holo-malonate-decarboxylases|
674	P23-PWY	GLUCONEO-PWY	phosphoenolpyruvate
675	P23-PWY	GLUTSYN-PWY	2-oxoglutarate
676	P23-PWY	ALANINE-SYN2-PWY	pyruvate
677	P23-PWY	HEME-BIOSYNTHESIS-II	succinyl-CoA
678	PWY-5305	PWY-6475	all-trans-lycopene
679	PWY-5305	CAROTENOID-PWY	all-trans-lycopene
680	PWY-5305	PWY-5942	all-trans-lycopene
681	PWY-5305	PWY-6806	bixin aldehyde
682	PWY66-381	PWY-7299	progesterone
683	PWY-6257	PWY-5123	(2E,6E)-farnesyl diphosphate
684	PWYQT-4472	PWYQT-4450	2-oxo-7-methylthioheptanoate
685	P183-PWY	DESULFONATION-PWY	catechol
686	P183-PWY	PWY-5165	catechol
687	P183-PWY	PWY-6079	catechol
688	P183-PWY	PWY-5162	2-oxopent-4-enoate
689	P183-PWY	P661-PWY	catechol
690	PWY-7610	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose
691	PWY-84	PWY-361	4-coumaroyl-CoA
692	PWY-84	PWY-6665	trans-resveratrol
693	PWY-84	PWY-6667	trans-resveratrol
694	PWY-6416	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate
695	PWY-7008	PWY-681	2-hydroxybiphenyl
696	PWY-7008	PWY-2503	benzoate
697	PWY-7008	PWY-5162	2-oxopent-4-enoate
698	PWY-7625	PWY-2301	<I>myo</I>-inositol
699	PWY-7143	PWY-3101	kaempferol
700	PWY-5403	PWY-5439	dopamine
701	PWY-5403	PWY-5394	L-dopa
702	PWY-6721	PWY-6720	toyocamycin
703	PWY-6068	TRPSYN-PWY	indole
704	PWY4FS-11	PWY4FS-13	GDP-&alpha;-D-mannose
705	PWY4FS-11	PWY4FS-12	GDP-&beta;-L-gulose|GDP-&alpha;-D-mannose
706	PWY-5138	PWY-5136	L-3-HYDROXYACYL-COA|ACYL-COA||2-trans-4-cis-dienoyl-CoAs||D-3-HYDROXYACYL-COA
707	PWY-7518	TYRSYN	L-tyrosine
708	PWY-7518	PWY-3461	L-tyrosine
709	PWY-7674	PWY-7676	CMP-8-amino-3,8-dideoxy-&alpha;-D-manno-octulosonate
710	PWY-4942	PWY-5147	oleoyl-CoA||Oleoyl-lipid|
711	PWY-5025	PWY-581	indole-3-acetonitrile
712	PWY-6643	METH-ACETATE-PWY	|CoM|
713	PWY-6643	METHANOGENESIS-PWY	|CoM|
714	PWY-6643	METHFORM-PWY	|CoM|
715	PWY-6643	SERSYN-PWY	3-phospho-L-serine
716	METHYLGALLATE-DEGRADATION-PWY	TCA	pyruvate
717	PWY-5898	PWY-5123	(2E,6E)-farnesyl diphosphate
718	REDCITCYC	GLUTSYN-PWY	2-oxoglutarate
719	REDCITCYC	ASPARTATESYN-PWY	oxaloacetate
720	PWY-7371	PWY-6793	1,4-dihydroxy-6-naphthoate
721	PWY-7371	MENAQUINONESYN-PWY	demethylmenaquinone-8
722	PWY-7371	PWY-7372	1,4-dihydroxy-6-naphthoate
723	PWY-5697	PWY-5691	(S)-(+)-allantoin
724	PWY-5120	PWY-5935	geranylgeranyl diphosphate
725	PWY-5120	PWY-5032	geranylgeranyl diphosphate
726	PWY-5120	PWY-5064	geranylgeranyl diphosphate
727	PWY-5120	PWY-6287	geranylgeranyl diphosphate
728	PWY-5120	PWY-5660	geranylgeranyl diphosphate
729	PWY-5120	PWY-2981	geranylgeranyl diphosphate
730	PWY-5120	PWY-6174	dimethylallyl diphosphate
731	PWY-5120	CAROTENOID-PWY	geranylgeranyl diphosphate
732	PWY-5120	PWY-5123	(2E,6E)-farnesyl diphosphate
733	PWY-5120	PWY-5053	geranylgeranyl diphosphate
734	PWY-5120	PWY-7436	geranylgeranyl diphosphate
735	PWY-5120	PWY-6475	geranylgeranyl diphosphate
736	PWY-5120	PWY-6653	geranylgeranyl diphosphate
737	PWY-5120	PWY-922	dimethylallyl diphosphate
738	PWY-5120	PWY-5942	geranylgeranyl diphosphate
739	PWY-5120	PWY-6304	geranylgeranyl diphosphate
740	PWY-5120	PWY-5063	geranylgeranyl diphosphate
741	PWY-5120	PWY-5052	geranylgeranyl diphosphate
742	PWY-5120	PWY-7393	geranylgeranyl diphosphate
743	PWY-5120	PWY-7482	geranylgeranyl diphosphate
744	PWY-6554	PWY-6369	phytate
745	PWY-6554	PWY-6364	D-myo-inositol (1,3,4)-trisphosphate
746	PWY-5979	PWY-5984	3-amino-5-hydroxybenzoate
747	PWY-5979	PWY-5978	kanosamine
748	PWY-5140	PWY-7105	hexanoyl-CoA
749	PWY-1061	PWY-4	UDP-&alpha;-D-galacturonate
750	PWY-1061	PWY-5980	|1-4-alpha-D-galacturonosyl|
751	PWY-1061	PWY-4861	UDP-&alpha;-D-galacturonate
752	PWY-7306	PWY66-378	testosterone
753	PWY-5359	PWY-5332	|Elemental-Sulfur|
754	PWY-6667	PWY-84	trans-resveratrol
755	PWY-6588	GLYCOLYSIS	pyruvate
756	PWY-6588	P142-PWY	acetate
757	PWY-6588	CENTFERM-PWY	butanoate
758	PWY-5184	TCA	acetyl-CoA
759	PWY-7647	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate
760	PWY-6412	PWY-5672	ginsenoside Rb1
761	PWY-181	CALVIN-PWY	D-ribulose-1,5-bisphosphate|3-phospho-D-glycerate
762	PWY-5163	PWY-5162	2-oxopent-4-enoate
763	PWY-5163	PWY-741	<I>p</I>-cumate
764	PWY-2961	PWY-5123	(2E,6E)-farnesyl diphosphate
765	PWY-6606	PWY-6618	guanosine
766	PWY-6606	PWY-5691	urate
767	PWY-6262	MENAQUINONESYN-PWY	demethylmenaquinone-8
768	PWY-6262	PWY-5783	all-trans-octaprenyl diphosphate
769	PWY-6262	PWY-7374	1,4-dihydroxy-6-naphthoate
770	PWY-6936	PWY-6935	seleno-L-methionine
771	PWY-6936	PWY-6933	L-selenocysteine
772	PWY-6936	PWY-6931	seleno-L-methionine
773	PWY-6936	PWY-6932	hydrogen selenide
774	PWY-6200	PWY-2361	3-oxoadipate
775	PWY-5945	PWY-695	violaxanthin
776	PWY-5945	PWY-5174	violaxanthin
777	PWY-6086	PWY-6102	5-chloro-3-methylcatechol
778	PWY-6086	PWY-6084	CPD-10605
779	PWY-7161	PWY-3101	quercetin
780	PWY-5345	TCA	oxaloacetate
781	PWY-6942	PWY-7422	dTDP-D-desosamine
782	PWY-6942	PWY-7106	dTDP-D-desosamine
783	PWY-6942	PWY-6971	dTDP-D-desosamine
784	PWY-6942	PWY-7677	dTDP-D-desosamine
785	PWY-6942	PWY-7421	dTDP-D-desosamine
786	PWY-6942	PWY-6975	dTDP-D-desosamine
787	PWY-6942	PWY-7412	dTDP-D-desosamine
788	PWY-6497	PWY-6501	galactarate
789	PWY-6497	TCA	2-oxoglutarate
790	PWY-6497	PWY-7248	galactarate
791	PWY-5026	PWY-581	indole-3-acetonitrile
792	PWY-7341	PWY-5318	tropinone
793	PWY-5941	GLYCOLYSIS	|D-glucopyranose-6-phosphate||&alpha;-D-glucose 6-phosphate
794	PWY-5928	PWY-5122	geranyl diphosphate
795	PWY-5928	NONMEVIPP-PWY	isopentenyl diphosphate
796	PWY-6367	PWY-6352	1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH
797	PWY-6367	PWY-6362	D-myo-inositol (1,4,5)-trisphosphate
798	PWY-6367	PWY-6363	D-myo-inositol (1,4,5)-trisphosphate
799	PWY-6367	PWY-6364	D-myo-inositol (1,4,5)-trisphosphate
800	PWY-5876	PWY-3581	(S)-reticuline
801	PWY-6655	PWY-5659	GDP-&alpha;-D-mannose
802	PWY-7634	PWY-5995	|Linoleoyl-groups|
803	PWY-6216	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	2-pyrone-4,6-dicarboxylate
804	PWY-6216	P184-PWY	protocatechuate
805	PWY-6944	PWY-6945	androst-4-ene-3,17-dione
806	PWY-6944	PWY-6946	androst-4-ene-3,17-dione
807	PWY-6944	PWY-6943	androst-4-ene-3,17-dione
808	PWY-6944	PWY-6948	androst-4-ene-3,17-dione
809	PWY-7006	PWY-5162	2-oxopent-4-enoate
810	PWY-5123	PWY-6575	(2E,6E)-farnesyl diphosphate
811	PWY-5123	PWY-5120	(2E,6E)-farnesyl diphosphate
812	PWY-5123	PWY-7517	(2E,6E)-farnesyl diphosphate
813	PWY-5123	NONMEVIPP-PWY	isopentenyl diphosphate
814	PWY-5123	PWY-6263	(2E,6E)-farnesyl diphosphate
815	PWY-5123	PWY-6174	dimethylallyl diphosphate
816	PWY-5123	PWY-6291	(2E,6E)-farnesyl diphosphate
817	PWY-5123	PWY-7720	(2E,6E)-farnesyl diphosphate
818	PWY-5123	PWY-6275	(2E,6E)-farnesyl diphosphate
819	PWY-5123	PWY-6659	(2E,6E)-farnesyl diphosphate
820	PWY-5123	PWY-6520	(2E,6E)-farnesyl diphosphate
821	PWY-5123	PWY-7072	(2E,6E)-farnesyl diphosphate
822	PWY-5123	PWY-5670	(2E,6E)-farnesyl diphosphate
823	PWY-5123	PWY-5725	(2E,6E)-farnesyl diphosphate
824	PWY-5123	PWY-5875	(2E,6E)-farnesyl diphosphate
825	PWY-5123	PWY66-4	(2E,6E)-farnesyl diphosphate
826	PWY-5123	PWY-5783	(2E,6E)-farnesyl diphosphate
827	PWY-5123	PWY-2961	(2E,6E)-farnesyl diphosphate
828	PWY-5123	PWY-5864	(2E,6E)-farnesyl diphosphate
829	PWY-5123	PWY-6129	(2E,6E)-farnesyl diphosphate
830	PWY-5123	PWY-922	dimethylallyl diphosphate|isopentenyl diphosphate
831	PWY-5123	PWY-5950	(2E,6E)-farnesyl diphosphate
832	PWY-5123	PWY-5840	(2E,6E)-farnesyl diphosphate
833	PWY-5123	PWY-5860	(2E,6E)-farnesyl diphosphate
834	PWY-5123	PWY-5861	(2E,6E)-farnesyl diphosphate
835	PWY-5123	PWY-5815	(2E,6E)-farnesyl diphosphate
836	PWY-5123	PWY-6271	(2E,6E)-farnesyl diphosphate
837	PWY-5123	PWY-2921	(2E,6E)-farnesyl diphosphate
838	PWY-5123	PWY-7492	(2E,6E)-farnesyl diphosphate
839	PWY-5123	PWY-5816	(2E,6E)-farnesyl diphosphate
840	PWY-5123	PWY-7407	(2E,6E)-farnesyl diphosphate
841	PWY-5123	PWY-5425	(2E,6E)-farnesyl diphosphate
842	PWY-5123	PWY-7721	geranyl diphosphate
843	PWY-5123	PWY-5424	(2E,6E)-farnesyl diphosphate
844	PWY-5123	PWY-6540	(2E,6E)-farnesyl diphosphate
845	PWY-5123	PWY-5887	(2E,6E)-farnesyl diphosphate
846	PWY-5123	PWY-5817	(2E,6E)-farnesyl diphosphate
847	PWY-5123	PWY-7715	(2E,6E)-farnesyl diphosphate
848	PWY-5123	PWY-6278	(2E,6E)-farnesyl diphosphate
849	PWY-5123	PWY-5838	(2E,6E)-farnesyl diphosphate
850	PWY-5123	PWY-5863	(2E,6E)-farnesyl diphosphate
851	PWY-5123	PWY-5899	(2E,6E)-farnesyl diphosphate
852	PWY-5123	PWY-6257	(2E,6E)-farnesyl diphosphate
853	PWY-5123	PWY-7524	dimethylallyl diphosphate
854	PWY-5123	PWY-5733	(2E,6E)-farnesyl diphosphate
855	PWY-5123	PWY-6915	(2E,6E)-farnesyl diphosphate
856	PWY-5123	PWY-7405	(2E,6E)-farnesyl diphosphate
857	PWY-5123	UBISYN-PWY	(2E,6E)-farnesyl diphosphate
858	PWY-5123	PWY-6265	(2E,6E)-farnesyl diphosphate
859	PWY-5123	PWY-5785	(2E,6E)-farnesyl diphosphate
860	PWY-5123	PWY-6258	(2E,6E)-farnesyl diphosphate
